	tweet	class	prediction
4952	@SweetKixx u see a lame in that pic ofmine due to your infatuation with niggers. Im Hebrew i fite the children of satan in the streets	0	1
5898	"@chrisbrown @cmpunk If by ""amusing"" you mean ""Makes you cry like a bitch,"" then yeah, I'd agree."	1	2
17476	RT @ReginaldSpears: If Hank Jr. was half the man his daddy was, he'd bitch-slap Brantly Gilbert for having his name in his mouth.	1	2
3420	"@HOGANnoHulk_ @Lov3Tadaisha Terrance you wanna be one of my ""hoes"" &#128514;&#9995;"	1	2
24313	fat bitches fat bitches heeeey	0	1
2850	@CarlavanderWaal @Jaymaroley &amp; als je over Syrie tweet, volg @Partisangirl maar, zij komt er vandaan &amp; zal je precies uitleggen hoe of wat.	2	1
13735	"No these are only whites pies.
Well do you have any negro pies?"	0	2
5794	@bocgeogaddi @anepicname lmaooooo epic bird wins.	2	1
12396	Johnny Rebel - Quit your bitchin' nigger!: http://t.co/uCGhrY7zGe	0	1
24127	bitch kill yoself, go on to the bathroom and eat the pills bitch, all of em	0	1
21724	TRUST ME #Seattle&gt; WE GIVE #Thanksgiving it's DUE&gt; A huge, flightless bird? Dream come true for European bird eaters.......	2	1
7475	@walterthecat121 @GalliumRBLX how is it being colored blind?	2	1
3054	@Dave_the_wavee the giants are trash...their time is over.	2	1
7665	A nicca ain't perfect but my heart is pure	1	2
7331	@tdwp327 practically anything that&#8217;s colored red often contain red pigments extracted from the female coccus costa, or cochineal insect.	2	1
4135	@MakeAnothaHov T.o. was a faggot crybaby	0	1
10101	Hit me up with plans nigs	1	2
15543	RT @FemsHaveBallz: You can no longer run a business n America unless it's deemed acceptable by 1 political group of retards known as democr&#8230;	0	2
2152	' This Niggah Kevin Hart couldn't sit down lmaoooooooooooo My niggah My Niggah &#1041204;&#1041204;&#1041204;&#1041204;&#1043358;&#1043351;&#1043323;	1	0
320	"""@bigbootybishopp: @white_thunduh lassen cc , the coach wants me"" i feel it youll get more my nig no doubt"	0	1
13728	No police department that hires gypsies, half-breeds, and nigglets should be trusted.	0	2
8794	Cuh, this is our SCRUM&#9994; #FallSevens #DisTONGA #NiniWubbsMe We're finna smash some bitches&#128170;&#128079; #Rugby http://t.co/6VufVaO2ek	1	2
3191	@EleyCome_EleyGo @caykelly16 movies don't matter as long as you do coon shit with coons you're a nigga!	0	1
5670	@amandabynes i can give you some of my clothes so you can look like a cute dyke	0	1
24027	after the steelers lost the superbowl i loaded up the black and yellow gmix on my moms computer, i think the youtube page is still open	2	1
9681	Ghetto bird can't fly away from my hood	2	1
22644	Three little birds	2	1
850	"#faggots are MERELY a #scientific indicator that SOMETHING IS WRONG&gt; Do not celebrate as ""unique indiviuals"" for they are #cancer&gt;"	0	2
12787	Live birds found in Elmo doll at US-Mexico border (from @AP) http://t.co/JCH9HQVlPl	2	1
21520	Someone needs to get this boring Nike fag off the stage.	1	0
5175	@Torn_Rose republican teabaggers should be jailed for treason.....	2	1
4867	@Soldier1eaODGrn I don't give a flying fuck what a teabagger piece of human garbage like you thinks =)	0	1
9338	Feminist aka a bitch.	0	1
1231	&#8220;@CuffablePisces: TONY ROMO in my #Top10QBs bitches&#8221; http://t.co/17sA90xG2H	1	2
4870	@SonnieJohnson is 72% out of wedlock births a lie? latinos in 2nd place.# mostly driven up by illegal aliens w/ anchor babies	2	1
4666	@RichxInxFlavor I'm not a fag. Gtfo	0	1
3520	@Huntermoore nigger!!	0	1
16249	RT @Juicy_Squeaky: Any bitch who need a crowd to fight is clearly easily influenced &amp; weak minded &amp; most likely will commit suicide &#128514;&#128514;	0	1
6715	@ktpowers98 @WendyDavisTexas Ha Ha Ha no good fat dyke	0	1
14769	RT @Blessedyaszay: #IWantToPunchPeopleWho mock God	2	1
19240	RT @dabosss_: &#128056;&#9749;&#65039;&#8220;@100046729: #oomf lying knowing he don't be bored in Brusly fckn that bald head hoe.&#8221;	1	2
5862	@caykelly16 @MadisonEarhart u guys are fags.	0	1
6054	"@drew4130 @mailgal2000
Y'all hire colored folk? Only work half da day and throw da mail in da sewer if we ain't done"	0	1
15296	RT @DarthVenn: So this is the woman who was a bird then turned into a woman from the sky in Nigeria. http://t.co/34DcwJkVeF	2	1
14319	"RT ""@_ThatGAPeach: &amp; alla my niggas hot boys , so don't bring no ice in this bitch &#128130;&#8221;"	0	1
928	#redneck tow truck. #johndeere #4455 #america https://t.co/iFInqwVRad	2	1
17547	RT @SBNation: Reds fan snags foul ball, gets shoved by player, flips bird, becomes True American Hero: http://t.co/yDu4PR531R http://t.co/&#8230;	2	1
7207	@serenity_23 I assume so, the tranny went out this morning. I have a maxima.	2	1
811	"#VinitaHegwood can get a job at the naacp. Or as The AG. I hear they like ""diversity and tolerance"". As long as you ain't a cracker #tcot"	0	2
14706	RT @BiIIMurray: My iPhone has 2 million times the storage of the 1969 Apollo 11 spacecraft computer. They went to the moon. I throw bird ...	2	1
15162	RT @CuhCuhCraig: Is that Kawhi Leonard? Smh RT &#8220;@iDntWearCondoms: Wow u really gonna leak ou.. Nvm RT @MsJoseline: Ion need I fuc nig http:&#8230;	0	1
24995	"tell the hating niggah 
stfu"	0	1
8193	Because I'd rather wear my hair long and have piercings, I'm a faggot that will never go anywhere in life.	1	0
2909	@ChiefKeef fucc droppin songs when yu gon drop a mixtape nicca	1	2
17770	RT @SoulYodeler: Go ahead and mock me, one day I'll sell enough of this make-up to drive the pink Mary Kay Cadillac and we'll see who's gay&#8230;	1	2
21489	Some niggas save hoes	0	1
4260	@MissYankee @Sportsteamnews Looking at the Royals and wondering what could have been if we didn't decimate the Yankee farm system.	2	1
19144	"RT @causeweregirls: Bae: ""Go talk to your hoes""

Me: http://t.co/kKk5pSBv9F"	1	2
7217	@shawnpitts77 all I wear is vineyard vines and American flag chubbies. I'm the OPPOSITE of a wigga.	1	2
20716	RT @vackra_lognn: I don't know why I go on that pancake face bitchs twitter. She gets me tight every time	1	2
4354	"@NYRKelsMads 
You never survive in da colored hood"	2	1
16890	RT @MostSecretFacts: Twitter's home button is a birdhouse. When you join you're an egg. The logo is a bird. Most people don't realize this.	2	1
4332	"@MyNameShouldBe only one problem theres a ""no pussies allowed"" sorry @kerrythekilla..."	0	1
19414	"RT @fart: i just found out that ""marehood"" is code for ""horse pussy"" #brony #mlp http://t.co/ycQTmM3lid"	1	2
3118	@DizzyBala God awful, and that dude is Dorian / eggplant black.	2	1
16011	RT @ImaLAGirl: Pillow talking too yo hoe hating on a nigga fuck around loose ya hoe like that &#128175;	0	1
23549	Ya last nicca couldn't beat it .. I hit it like a free throw!	1	2
19700	RT @it_itt: @docrocktex26 doing nothing as an agenda. unbelievable that the Dems failed to use that against the teabaggers. @AfricanPrinces&#8230;	2	1
6651	@kieffer_jason oh am I lame but yo pussy ass didn't show up the fuck u talking bout oh scary ass white boy	0	1
4159	@MarketWiseNick In many areas has that look, but need to see bean count-said it before, beans are a bitch-tend to do what you don't expect	1	2
19586	RT @iDntWearCondoms: Stop stalkin your girl social media u bitch ass nigga	0	1
9168	Easy Congo! RT @80sbaby4life Fuckin faggot RT @HumbltonBanks: All though I eat my lunch on the road frequently	1	0
560	"""She said wigga man you rich...take the du-rag off"" http://t.co/jb7J3zSbam"	1	2
9188	Elizabeth is a.stupid hoe.	0	1
9357	Finding cheap 240s on Craigslist but they all need a new tranny &#128553;&#128532;	2	1
13422	My niccas was too Real fa these Streets #RIP Ike #Free Nwax http://t.co/0a2dy3vZkm	1	2
21762	Teen gets all her holes penetrated and even fists her own&#160;twat http://t.co/8yE0RTk7xc	1	2
5644	@alesiahenderson wat a faggot	1	0
17425	"RT @RappersSaid: When Tupac said ""I ain't a killer but don't push me, revenge is the sweetest joy next to getting pussy"" http://t.co/ffPu1w&#8230;"	1	2
8331	Black cops want to kill white citizens. Spic cops want to kill Anglo citizens. Zigeuner cops are all rapists.	0	2
16968	"RT @NFLonFOX: Palmer to Fitzgerald - TOUCHDOWN! 

7-yard slant gives Arizona the 7-0 lead.

8 plays, 79 yds"	2	1
17339	"RT @Princessofwifi: ""Stop being such a bitch""
Me: http://t.co/RGg9IduVsi"	1	2
2760	"@Brutal_Brandy We had a Pacer in the 70s &amp; I 'member loving when ""Hair of the Dog"" came on the quadraphonic stereo so I could say ""bitch""lol"	1	2
5688	@aravosis May I jump in u ball-less dick-wad? As a conservative, feminist, disabled vet bitch, I wish u luck with a capital F. @DLoesch	0	1
12211	It stinks in here must be then pussy ass niggas talkin shit #tomyfacebro test me	0	1
9163	Early bird gets the worm!	2	1
6293	@iAyanna_ young thug ain't earn his strips yet lol just a few 2k14 bangers. Wiz can do dat cuz he not a lil nigguh of the rap game lol	1	2
23134	"When Chief Keef said ""I aint done turning up bitch!"" http://t.co/bx2mXV2osO"	1	2
1154	&#8220;@BasedChasen: Chad Jordan in this bitch&#8221; I'm crying	1	2
7660	A lotta u niccas ain't who u say u is!	1	2
20426	"RT @schoolfession: ""My ex girlfriends telling people I sell pills and coke. Retweet if she's a bitch."" - Durant HS"	1	2
13589	Nicca In my DM talkn bout follow his Instagram .. Lame nicca I now no longer follow you on twitter .. #WhereTheyDoThatAt	1	2
16074	RT @JHarmelink182: The fox says you're a cunt.	0	1
22293	These niccas sangin on dey partnas witout a Grammy award	1	2
6047	@don07052 that nigguh sucks	1	2
16336	"RT @KayciMalynn: &#8220;@__0utcast___: Kayci and I greet each other by saying ""hey cunt"" like it makes me lol&#8221;

-The only person okay with me cal&#8230;"	1	2
14677	RT @Beaadawgg: Why do the trashiest, really ghetto girls always get the most likes and comments on insta? Boys up and down their pictures a&#8230;	0	1
23229	When you colored every day is Sunday	2	1
14200	Playing to white guilt lasted one last time, whitey felt 'absolved', it ends today. It ends in the fields/suburbs of Pennsylvania.	0	1
24344	geekylesbianscientists: theblairbetch: douglasrichardsonships: kayla-bird: okay but consider this though:... http://t.co/zAHyXtaVvo	1	2
17908	RT @TAXSTONE: Niggaz like all them naked bitches on IG pics NIGGAZ DONT LOVE EM	0	1
484	"""I got a sister, she told me stop calling women bitches.."""	1	2
7162	"@santagati that's bc I deleted ""visionary"" once I saw your subtweet. next time just @ me tho. (and I do love jail bird dresses.&#128513;)"	2	1
13199	Mommy said no pussy cats inside my dawgs house	2	1
19620	RT @iRealFrankOcean: It goes from &#8220;babe&#8221; to &#8220;bitch&#8221; &#8220;I love you&#8221; to &#8220;I hate you&#8221; &#8220;I need you&#8221; to &#8220;fuck you&#8221; &#8220;you&#8217;re my everything&#8221; to &#8220;you&#8217;&#8230;	1	2
7420	@tsmith4569 Sorry I missed that, you mean where I live is disgusting or that that muzzies in the UK r disgusting, or both? Have a great Sun.	2	1
22039	The left tho RT @BelloDisastro_: &#8220;@DJZeeti: twitpic a selfie with a bad bitch&#8221; &#127851;&#127851;&#127851; http://t.co/9X0CkRTgVr	1	2
21511	"Somebody please choke that fucking retard that keeps yelling ""mashed potatoes"". What a tool! #PGAChampionship"	0	1
111	"""@DevilGrimz: @VigxRArts you're fucking gay, blacklisted hoe"" Holding out for #TehGodClan anyway http://t.co/xUCcwoetmn"	0	1
22629	This white bitch tried to set me up for a racial war ... Lol bitch it's impossible I'm smarter then you	0	1
12290	It's throw it in her throat thursdays so make a ghetto gaggler out of her	1	2
2827	@Campos_uli is a fag #hesgay	0	1
10205	How the hell was David Murphy's hit not a home run?! Clearly over the yellow line. @MLB another umpire mess up.... Smh	2	1
2975	"@CreoleBabyBritt @blurbette @thepbg The same guy who thinks he can slang around ""bitch"" without it being offensive, apparently."	1	2
23021	Weed brownies &gt;&gt;&gt;&gt; &#128553;&#128079;	2	1
3686	@JacobbBacker @fucktyler Tyler isn't shit faggot go listen to some real music	1	0
24444	how the fuck do all these fucking faggot ass randos even find zoe's ask account????	0	1
12940	Lol, so since I'm from the south I automatically sound like a fucking redneck. Hahahaha how about fuck you, stupid ass.	0	1
13373	My honky, my honky. My motherfucking honky.	1	0
16079	RT @JManziel2: &#8220;@RealZachK0enn: @JManziel2 You're a faggot&#8221;you're a Texas fan...	0	2
12468	Just seen a pic comparison of Lou Holtz and he grandma off Beverly hillbillies and I can't stop crying tears of unfathomable hilarity.	2	1
18345	RT @Unorthodex: Nah I hate white people now since he looks like a dyke RT @ElBasedParko: I think he just ended racism http://t.co/VgjYHn4bvt	0	1
6977	@oVoshubham No the fuck am not bitch how bout u get out there bitch ass Nigga stupid ass	0	1
13486	My wigga... http://t.co/1pbGYaoW3N	1	2
1676	&#8220;@_Georjay: @ZoeBoi03 happy birthday little bitch.&#8221; BOFL this made me laugh when I read it &#128514;&#128514;	1	2
6192	"@ghostattics translation: ""i like how i dont really have to think about it"" or ""i dont think queers deserve a happy ending"""	1	0
4346	@NTXProgressive Yeah..cause if anyone thinks this clown went to @target to buy Oreos is as stupid as all of them look	2	1
6771	@lkxox_ bitch*	1	2
9478	Fuck MLK &#8220;@AntSoo305_: &#8220;@Vonteeeeee: Why does Lexii keep favoriting my coon tweets ?&#8221; MLK didnt die for this&#8221;	0	1
24398	having a blast yesterday...she even had me on the monkey bars tryna kill myself lol! http://t.co/31g1KM56	2	1
14959	"RT @CauseWereGuys: Call a girl a ""bitch"" and she'll get offended but if u put ""bad"" in front she'll swear she's a queen"	1	2
1815	&#8220;@iDisrespectHoez: RT @GodOfMilfs: Single moms got that proven pussy&#8221; LOL fckd up but truuu	1	2
4612	@Rachijuana I popped a Molly every day last year #beat#that#bitch	1	2
4868	@Soldier1eaODGrn you are a teabagger scum who wants to threaten people with his penis extender. You are a danger to this country.	0	1
9793	Got damn the Lakers trash....	2	1
17579	RT @SalomaeSadiqa: It's because you can't bend me, you can't buy me and you can't make me into your nigger! #Farrakhan #TheTime	0	1
9925	Happy birthday fag @collin_geer love ya	1	0
772	#ReasonsWeCantBeTogether if u was talkin to my nig or smashed da homies	0	1
17192	"RT @OnDave_: ""@WhereYoHussleAt: @CiddyP_60 ion like him he annoying &#128514; I thincc he knows I don't too""

That nigga a supa fag on Dave"	1	0
203	"""@Nicholas_ted33: Kobe stay talking trash. But let's not forget http://t.co/VH4tnEkvTP"" @J_Austin12 I meant to do this one. Smh."	1	2
24097	basement diving mook bastards	1	2
23521	Y'all hoes really get mad cause a nigga don't want cha	0	1
19945	RT @lexipost30: love birds.	2	1
2488	@AmosPOrr Congrats Amos! :)	2	1
7676	A pharaohs nd his angry bird http://t.co/jMC2eR32Ka	2	1
21553	Sonnen is a faggot	0	1
10686	I guess niccas think if they owe you money for so long you'll forget! &#128530;&#128530;	1	2
20100	"RT @metroadlib: i thank every broad in the universe who takes that step forward &amp;puts colored contacts in her eyes.
that's one less person &#8230;"	2	1
13557	Never lettin dat nigguh used twitter in my phone again	1	2
23172	When did it become cool to ne stupid? This teabagger debate is slim on facts at best.	2	1
24304	everyone report @uncr4fted for being a huge faggot	1	0
4091	@Lurk_God fag	1	0
24098	bats are cool as hell because they're basically half tiny fox half leather bird.	2	1
1610	&#8220;@TrapFuhrer: When her nudes trash you gotta draw clothes back on her and send em back http://t.co/jX7Mc32BkV&#8221;&#128128;&#128128;&#128128;&#128128;&#128128;	1	2
16463	"RT @KyleKallgren: You can't please everyone. And you shouldn't. Nothing good comes from having people who say ""faggot"" as an insult on your&#8230;"	1	2
9677	Getting hit off a cunt thats about 6 foot sideways and a cunt that was in the army lol, i dini care, yous are fuckin laughable	0	1
13562	Never seen purple bird poop until today lol http://t.co/4Psdx11Uu1	2	1
23910	You state it gook	0	1
19309	RT @dirtyimage: @Tronkitty not just cause of hoes, go to jail cause of fucking up hoes bloody n making them call you head honcho	0	1
23387	Why won't we run the ball? Our offensive coordinator is retarded	2	1
3827	@JungleFeverFren fuck u nigger	0	1
11383	I wish everyone I knew wasn't a faggot a try hard or a sketchball	1	0
12051	Im soooooo tired of this dick dyke showing up on my fb feed. Real studs dont fucc niggas. Just be bisexual.	0	1
20696	RT @twayne1010: Charles Manson's fiancee will have a difficult time planning their honeymoon. Charlie can't surf.	1	2
19337	RT @drhoagie: .@1Dittlinger Jay; I think once someone has Alzheimer's, suffers from alcoholism and is mildly retarded, people shouldn't mak&#8230;	2	1
18305	RT @TylerGimblin: Girls, don't let a dude treat you like a yellow starburst. You are a pink starburst.	2	1
8635	Celtic means white trash. If someone says they're Celtic, it means they're white trash.	0	2
815	#WestVirginia is full of white trash.	0	2
21942	The #midwest of the US is white trash.	0	2
11517	I'm already tired and mr stupid af decides to show us a video on trigonometric notions so um yeah I just wanted to say you're a hoe	0	1
7578	@yooperslayer better off banning teabaggers and their anti American supporters	2	1
592	"""We're out here, and we're queer!""
"" 2, 4, 6, hut! We like it in our butt!"""	0	2
9100	Dress shirt, saggy jeans, backwards Yankee hat now that's lifting swag	2	1
22868	Until next time rednecks &#128521; I'll see you again &#128525;&#127482;&#127480; @ Rednecks With Paychecks http://t.co/vg3nbXETzP	1	2
2843	@CarelessOne92 I'm not Hollywood at all my nig, u brought me to twitter n bounced	1	2
24861	pretty girls wit bird brains....what a waste smh	2	1
9437	Free bird.	2	1
2844	@CarelessOne92 a young nigga turned into Mr. CATCHMEIFYOUCAN....I'm in da field my nig #WEDAOPPS #FUKEMWEBALL	1	0
7262	@sophhh_marie ugly emo trash go cut	0	2
22351	They should have never gave a cracker a transmitter!!!!!! @realdjTV will flip when he sees this. http://t.co/cYCdbhbXkQ	0	2
22338	They have a clumsy bird too lol what is life	2	1
4279	@MorbidMermaid do you work today niglet?	0	1
14951	RT @Carlozxivir: @VocaToaster ching chong	0	2
16964	RT @NDFootball: Winston connects with Greene on the slant across the middle for the score. Ball game is tied, 17-17.	2	1
16795	RT @MelissaTweets: Scott Walker investigate. Christie's Bridgegate. Perry's drunk monkey Dem DA-gate. All men innocent. All threats to left&#8230;	2	1
6372	@ivanrabago_ @MANIAC3X @Woody_AFC we should play together soon I've been playing with random faggots but it's fun	1	2
17344	RT @ProBirdRights: Advice tip for people: 1 stick hand in glue 2 stick hand in feather 3 now you are like bird. Impress your friend.	2	1
1668	&#8220;@_BitchBUH: Shoot that nigga and his shorty bitch &#128299;&#128514;&#8221; &#8252;&#65039;&#8252;&#65039;	0	1
14458	"RT @AdoreeLenaa: ""@_KudaBrazyy: Hella bored doing laundry like a bitch""&#128514;&#128514;&#128514; I sincerely hate your soul !"	1	2
15311	RT @Dcowboys2188: I love dez but right now he's trash right now weeden there's others that are open	1	2
6536	@kathleen_herne Stink should shut his hole &amp; just perform his tricks like a good trained monkey	2	1
24985	stupid teacher talks to @RandyMower like he's retarded	2	1
2068	' Don't sleep on ma niggah CHood &#128076; @CharleyHood &#128175;&#128175;	0	1
7545	@xZimpx @Prophzilla This is Twitter. Not only are you a fag but you're also retarded.	0	1
22497	This dumb Berk drives in circles through town on his bright yellow cycle with music blaring incredibly&#8230; http://t.co/ukothl3MOH	2	1
20149	RT @moosedaugherty: Free bird!!!	2	1
4069	@LobstrThinkTank Yeah! Me too. My people, the women, laff at the set apart men... they love the real niggas or niggers.	0	1
288	"""@YoungRicooo: &#8220;@WexicanAfro702: Don't take advantage of a nice person&#8221;@ hoes""@ everyjuan"	1	2
24867	pure trash http://t.co/A2RbVEBeg1	0	2
18027	"RT @TheAlexP: Yelled out ""come on bitch!"" At myself, by myself, lifting weights as motivation...thanks guys, you always have my back."	1	2
569	"""That girl is plain looking borderline ugly &amp; chunky"". Hey at least she's got a nice smile &amp; a great personality."	1	2
18026	RT @TheAfricanSiren: Automatically suspicious of white folk who try too hard to show they like us darkies.	0	2
23530	Y'all saw how mad that little chunky boy was? He wouldn't even let his dad touch him, bruh lmao	2	1
14049	Or faggot RT @ez_taughtu: Guess he got caught saying nigga.	1	0
17918	RT @TERA1PATRICK: I'm happy for the bung holes and negativity desperate guys spew on here &#128077;a GOOD example of WHAT not to be and what I don'&#8230;	1	2
17650	RT @Seymor_Buccs: Man, most of you coons couldn't jus up in quit yo job, if you found out ya boss racist, so shut tha fucc up. Niggas love &#8230;	0	1
24984	stupid loose pussyed bitch	0	1
6380	@jaaaaaade__ You can't see it but I'm flipping you the bird	2	1
7915	Am so high that birds and planes are my peers	2	1
8356	Boozer so trash	1	2
23844	You know what fuck you too bitch your such a little hoe! &gt;.&lt;	0	1
16157	"RT @JediKnightwing: Please pornstars, stop saying ""fuck that tight pussy."""	1	2
1130	&#8220;@Ann_E_Lizabeth: I can't stop being a lil bitch&#8221;	1	2
20711	RT @uncledaddy69: @weakenednachos California's biggest retards. Don't forget about HOLY who just released an amazing EP.	0	1
19488	"RT @grannywinkle: girls, don't let a guy treat you like a yellow starburst

u are a pink starburst"	2	1
12618	Lakers are trash right now.	0	2
20287	"RT @polarisclub: ""im laughing so hard lay is the un-loyalist of hos""

plea"	1	2
18766	RT @_TyMoore: For all those watching that so raven. Look at this negro now lol&#128514;&#128514;&#128553;&#128553; http://t.co/nEcAKyTdI1	1	2
12828	"Lmaoo &#8220;@LeanandCuisine: Bad bitch: Can I hit that?

""You matching or.....?""

Bad bitch: *bats eyelashes*

"".........are you matching or?""&#8221;"	1	2
18319	RT @UNCLERUCKUS_BD: Being a nigger isn't a color it's a state of mind	0	1
9715	God I would sell both my nuts to watch LeBron tear his ACL right now and watch all those pussies kill themselves	0	1
1648	&#8220;@Xenoss_: I don't love these hoes&#8221; *we	1	2
9056	Don't make me make you fall in love with a bitch* like me	1	2
21313	Siri is terrible #cunt	1	2
10250	I ain't been to the fair since I was like 8 and I haven't wanted to go since then either for some reason. Too many niggers for me	0	1
4656	@RespectBox @lefthooklounge @Rodriguez5_ he's texas trash bro	1	2
14081	PND is my jigga man.	2	1
10839	I hope you get eye cancer bitch.	0	1
4494	@OurCofE An end to the ordination of women and faggots, whose only aim is to weaken and split our communion.	1	2
14323	"RT @07Cannon: ""Fuck you mean Macklemore trash nigger?"" http://t.co/NXPjPrhsbu"	1	2
3018	@DaRealAlexInLA @Woody_AFC @Rodriguez5_ the nig is fun to watch got to admit, ebola boy can speak broken Spanish too lol	0	1
1191	"&#8220;@CallMeGb__: ""@BrittNaomi_: LMAO RT @ElEpicoRu: Tempted to send this http://t.co/ouc9KE3SCN"" ""fuckin hoe"" lmao&#8221;&#128557;&#128557;"	1	2
1891	&#8220;@medaOriginBitch: That one friend who you greet with an insult.&#8221; @MorbidMermaid @EvanBecker513 niggers	0	1
2695	@BlizzyLC now that ur tour over come kick it with ya nig in the MIA....	1	2
25158	we dem birds.	2	1
7488	@white_thunduh my bitch dont want your ugly ass gtfo ol peyton manning lookin ass	0	1
4937	"@SuSuSudafed
I eat dat chicken out your love box baby. Lovin a white woman while eatin chicken. A colored mans dream"	2	1
6393	@jakiekoelewijn nigga who's bitch u fucking cracker get your gay ass out my mentions.	0	1
16421	"RT @King_Lonnie_19: ""@TaeCocky: Rihanna is a talented hoe"" http://t.co/uL4ePHA2qy"	1	2
11533	I'm boutta merk a nigguh	1	2
14988	RT @ChaRLeZHuSsLe81: Candy Corn &amp; Peeps Are Hoe Candy &#8220;@SimplySoulful: &#8220;@FrancisJstn: Candy Corn Trash&#8221; super trash&#8221;	1	2
11734	I've never had a Twinkie.	2	1
4920	@SteveWorks4You you havent evolved as a human being. Typical meathead redneck. I pity you. You dont know what freedom is about......	2	1
2858	@CatholicMomVA @Neal_Dewing that would cripple our military :)	2	1
5553	@_dimejii i know so. What Samklef said wasn't a lie man. This guy think is a beast in Naija Pop. His music is trash not the wizkid of before	2	1
7073	@quilzel That's how rednecks eRecycle. http://t.co/6LRXIqSi8B	1	2
6145	@flyyImpact Yo follow me back nigguh	1	2
19819	RT @julia_rodd: When kennies angry he talks like a ghetto black man and I really don't even think he notices HAHAHAHAHAHAHA I'm laughing @ &#8230;	0	1
5654	@alexrojas_10 yo fag Rojas	1	0
6869	@midgetmadz shut your dirty dirt trap you limp knees, ashy footed, blue balls, isolated hamster wheel, no nipples bitch	0	1
15803	RT @Harry_Dillema: @GJK1979 @fluutekies @moniquesparla @wltrrr Ik vraag me al maanden af hoe de NL pers zich als een stel hoeren is gaan ge&#8230;	2	1
15316	RT @Deadspin: Colombia supporter reminds us the double bird is a universal language http://t.co/JeUT1IsQ1f	2	1
10956	I like taking niggas hoes but I stop doing that &#9995;	0	1
17321	"RT @Positivital: somewhere between ""i need therapy"" and ""bitch, im fine"""	1	2
15876	RT @Hollywoood_ty: RT &#8220;@Hotphillyboi: Lawd Jesus, this can't be real&#128514; http://t.co/zcjlHvSHOZ&#8221;shit to ghetto to be real lol	1	2
5241	@Vexda go jerk off to lollis faggot.	0	1
714	#Ebola is a great metaphor for how #GOP #teaparty policies eat off of vital organs until the host dies. #Tcot #teabaggers	2	1
5465	@_IAMKEN fuck Brett Farve redneck ass, he stuckup he don't give a damn lol he be on campus acting like he the shit	0	1
25030	the receptionist im always forced to talk to is such a racist cunt. i called her for an error and she said she'll call me. 40 mins. nothing.	0	1
9730	Going out with bad intension... Keep yo girlfriends inside, and I'm not just saying it ask my nigs I mean it	1	2
6925	"@mukeworld @deIukesionaI he has one called ""pussy pop"" I think it's for cats"	1	2
15107	RT @ComedianSpank: I went to college Every college got a bird class where u can get ya friend to sign u in &amp; get an A out the class Rashad &#8230;	2	1
